"Occupations","Gender","Boroughs","year","Salary","year_range"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2010",26179,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2011",25750,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2012",27053,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2013",31176,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2014",30819,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2015",26137,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2016",33601,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2017",25371,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2018",31128,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Kings County","year2019",28933,"year2017_2019"
"Law enforcement workers including supervisors","Female","Kings County","year2010",51037,"year2010_2013"
"Law enforcement workers including supervisors","Female","Kings County","year2011",53066,"year2010_2013"
"Law enforcement workers including supervisors","Female","Kings County","year2012",61212,"year2010_2013"
"Law enforcement workers including supervisors","Female","Kings County","year2013",61113,"year2010_2013"
"Law enforcement workers including supervisors","Female","Kings County","year2014",45063,"year2014_2016"
"Law enforcement workers including supervisors","Female","Kings County","year2015",56482,"year2014_2016"
"Law enforcement workers including supervisors","Female","Kings County","year2016",51754,"year2014_2016"
"Law enforcement workers including supervisors","Female","Kings County","year2017",56277,"year2017_2019"
"Law enforcement workers including supervisors","Female","Kings County","year2018",55125,"year2017_2019"
"Law enforcement workers including supervisors","Female","Kings County","year2019",56597,"year2017_2019"
"Food preparation and serving related occupations","Female","Kings County","year2010",20562,"year2010_2013"
"Food preparation and serving related occupations","Female","Kings County","year2011",18841,"year2010_2013"
"Food preparation and serving related occupations","Female","Kings County","year2012",16329,"year2010_2013"
"Food preparation and serving related occupations","Female","Kings County","year2013",18346,"year2010_2013"
"Food preparation and serving related occupations","Female","Kings County","year2014",15048,"year2014_2016"
"Food preparation and serving related occupations","Female","Kings County","year2015",15405,"year2014_2016"
"Food preparation and serving related occupations","Female","Kings County","year2016",17589,"year2014_2016"
"Food preparation and serving related occupations","Female","Kings County","year2017",21136,"year2017_2019"
"Food preparation and serving related occupations","Female","Kings County","year2018",21799,"year2017_2019"
"Food preparation and serving related occupations","Female","Kings County","year2019",21381,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2010",17426,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2011",16561,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2012",15875,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2013",16046,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2014",15027,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2015",15359,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2016",19396,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2017",20294,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2018",20365,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2019",25769,"year2017_2019"
"Personal care and service occupations","Female","Kings County","year2010",16918,"year2010_2013"
"Personal care and service occupations","Female","Kings County","year2011",16185,"year2010_2013"
"Personal care and service occupations","Female","Kings County","year2012",17790,"year2010_2013"
"Personal care and service occupations","Female","Kings County","year2013",16817,"year2010_2013"
"Personal care and service occupations","Female","Kings County","year2014",18458,"year2014_2016"
"Personal care and service occupations","Female","Kings County","year2015",16922,"year2014_2016"
"Personal care and service occupations","Female","Kings County","year2016",20212,"year2014_2016"
"Personal care and service occupations","Female","Kings County","year2017",20387,"year2017_2019"
"Personal care and service occupations","Female","Kings County","year2018",21218,"year2017_2019"
"Personal care and service occupations","Female","Kings County","year2019",21655,"year2017_2019"
"Sales and related occupations","Female","Kings County","year2010",20135,"year2010_2013"
"Sales and related occupations","Female","Kings County","year2011",18885,"year2010_2013"
"Sales and related occupations","Female","Kings County","year2012",20171,"year2010_2013"
"Sales and related occupations","Female","Kings County","year2013",20559,"year2010_2013"
"Sales and related occupations","Female","Kings County","year2014",20309,"year2014_2016"
"Sales and related occupations","Female","Kings County","year2015",16906,"year2014_2016"
"Sales and related occupations","Female","Kings County","year2016",20341,"year2014_2016"
"Sales and related occupations","Female","Kings County","year2017",24180,"year2017_2019"
"Sales and related occupations","Female","Kings County","year2018",26505,"year2017_2019"
"Sales and related occupations","Female","Kings County","year2019",24880,"year2017_2019"
"Office and administrative support occupations","Female","Kings County","year2010",31659,"year2010_2013"
"Office and administrative support occupations","Female","Kings County","year2011",31813,"year2010_2013"
"Office and administrative support occupations","Female","Kings County","year2012",32372,"year2010_2013"
"Office and administrative support occupations","Female","Kings County","year2013",32025,"year2010_2013"
"Office and administrative support occupations","Female","Kings County","year2014",32181,"year2014_2016"
"Office and administrative support occupations","Female","Kings County","year2015",33690,"year2014_2016"
"Office and administrative support occupations","Female","Kings County","year2016",33248,"year2014_2016"
"Office and administrative support occupations","Female","Kings County","year2017",35236,"year2017_2019"
"Office and administrative support occupations","Female","Kings County","year2018",36274,"year2017_2019"
"Office and administrative support occupations","Female","Kings County","year2019",37450,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Kings County","year2010",7675,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Kings County","year2011",57955,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Kings County","year2012",18482,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Kings County","year2013",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Kings County","year2014",4044,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Kings County","year2015",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Kings County","year2016",20219,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Kings County","year2017",5867,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Kings County","year2018",NA,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Kings County","year2019",NA,"year2017_2019"
"Construction and extraction occupations","Female","Kings County","year2010",19070,"year2010_2013"
"Construction and extraction occupations","Female","Kings County","year2011",41196,"year2010_2013"
"Construction and extraction occupations","Female","Kings County","year2012",30599,"year2010_2013"
"Construction and extraction occupations","Female","Kings County","year2013",26304,"year2010_2013"
"Construction and extraction occupations","Female","Kings County","year2014",30128,"year2014_2016"
"Construction and extraction occupations","Female","Kings County","year2015",35992,"year2014_2016"
"Construction and extraction occupations","Female","Kings County","year2016",51592,"year2014_2016"
"Construction and extraction occupations","Female","Kings County","year2017",52739,"year2017_2019"
"Construction and extraction occupations","Female","Kings County","year2018",45318,"year2017_2019"
"Construction and extraction occupations","Female","Kings County","year2019",61294,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Kings County","year2010",42075,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Kings County","year2011",38180,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Kings County","year2012",58355,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Kings County","year2013",70192,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Kings County","year2014",53114,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Kings County","year2015",49610,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Kings County","year2016",27482,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Kings County","year2017",55379,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Kings County","year2018",41703,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Kings County","year2019",43455,"year2017_2019"
"Production occupations","Female","Kings County","year2010",19021,"year2010_2013"
"Production occupations","Female","Kings County","year2011",15943,"year2010_2013"
"Production occupations","Female","Kings County","year2012",17069,"year2010_2013"
"Production occupations","Female","Kings County","year2013",17585,"year2010_2013"
"Production occupations","Female","Kings County","year2014",17427,"year2014_2016"
"Production occupations","Female","Kings County","year2015",18826,"year2014_2016"
"Production occupations","Female","Kings County","year2016",21474,"year2014_2016"
"Production occupations","Female","Kings County","year2017",21410,"year2017_2019"
"Production occupations","Female","Kings County","year2018",21197,"year2017_2019"
"Production occupations","Female","Kings County","year2019",26984,"year2017_2019"
"Transportation occupations","Female","Kings County","year2010",35089,"year2010_2013"
"Transportation occupations","Female","Kings County","year2011",41026,"year2010_2013"
"Transportation occupations","Female","Kings County","year2012",34321,"year2010_2013"
"Transportation occupations","Female","Kings County","year2013",36123,"year2010_2013"
"Transportation occupations","Female","Kings County","year2014",32243,"year2014_2016"
"Transportation occupations","Female","Kings County","year2015",32005,"year2014_2016"
"Transportation occupations","Female","Kings County","year2016",31120,"year2014_2016"
"Transportation occupations","Female","Kings County","year2017",40401,"year2017_2019"
"Transportation occupations","Female","Kings County","year2018",35805,"year2017_2019"
"Transportation occupations","Female","Kings County","year2019",40410,"year2017_2019"
"Material moving occupations","Female","Kings County","year2010",14180,"year2010_2013"
"Material moving occupations","Female","Kings County","year2011",14835,"year2010_2013"
"Material moving occupations","Female","Kings County","year2012",20605,"year2010_2013"
"Material moving occupations","Female","Kings County","year2013",15335,"year2010_2013"
"Material moving occupations","Female","Kings County","year2014",19380,"year2014_2016"
"Material moving occupations","Female","Kings County","year2015",20396,"year2014_2016"
"Material moving occupations","Female","Kings County","year2016",20690,"year2014_2016"
"Material moving occupations","Female","Kings County","year2017",21836,"year2017_2019"
"Material moving occupations","Female","Kings County","year2018",23344,"year2017_2019"
"Material moving occupations","Female","Kings County","year2019",21786,"year2017_2019"
