Occupations,Gender,Boroughs,year,Salary,year_range,Salary_avg,Salary_year,Salary_county,Salary_gender,Salary_YearlyAvg
Management occupations,Male,Richmond County,year2011,91875.0,year2010_2013,89993.0,70422.45,79288.9,80244.66,69115.9
Management occupations,Male,Richmond County,year2012,82133.0,year2010_2013,89993.0,70422.45,79288.9,80244.66,72026.5
Management occupations,Male,Richmond County,year2013,100018.0,year2010_2013,89993.0,70422.45,79288.9,80244.66,73452.6
Management occupations,Male,Richmond County,year2014,86549.0,year2014_2016,86555.66666666669,73709.76666666666,79288.9,80244.66,71319.5
Management occupations,Male,Richmond County,year2015,82241.0,year2014_2016,86555.66666666669,73709.76666666666,79288.9,80244.66,73571.9
Management occupations,Male,Richmond County,year2016,90877.0,year2014_2016,86555.66666666669,73709.76666666666,79288.9,80244.66,76237.9
Management occupations,Male,Richmond County,year2017,83066.0,year2017_2019,88916.33333333331,81321.26666666668,79288.9,80244.66,77821.8
Management occupations,Male,Richmond County,year2018,101050.0,year2017_2019,88916.33333333331,81321.26666666668,79288.9,80244.66,80119.1
Management occupations,Male,Richmond County,year2019,82633.0,year2017_2019,88916.33333333331,81321.26666666668,79288.9,80244.66,86022.9
Business and financial operations occupations,Male,Richmond County,year2010,80744.0,year2010_2013,75578.5,65363.2,66475.15,74453.28,64536.3
Business and financial operations occupations,Male,Richmond County,year2011,62317.0,year2010_2013,75578.5,65363.2,66475.15,74453.28,64437.3
Business and financial operations occupations,Male,Richmond County,year2012,58996.0,year2010_2013,75578.5,65363.2,66475.15,74453.28,62463.1
Business and financial operations occupations,Male,Richmond County,year2013,100257.0,year2010_2013,75578.5,65363.2,66475.15,74453.28,70016.1
Business and financial operations occupations,Male,Richmond County,year2014,71604.0,year2014_2016,69702.33333333331,67663.93333333332,66475.15,74453.28,66972.5
Business and financial operations occupations,Male,Richmond County,year2015,70636.0,year2014_2016,69702.33333333331,67663.93333333332,66475.15,74453.28,68185.0
Business and financial operations occupations,Male,Richmond County,year2016,66867.0,year2014_2016,69702.33333333331,67663.93333333332,66475.15,74453.28,67834.3
Business and financial operations occupations,Male,Richmond County,year2017,62369.0,year2017_2019,66334.33333333331,74765.93333333332,66475.15,74453.28,71643.8
Business and financial operations occupations,Male,Richmond County,year2018,61748.0,year2017_2019,66334.33333333331,74765.93333333332,66475.15,74453.28,74160.2
Business and financial operations occupations,Male,Richmond County,year2019,74886.0,year2017_2019,66334.33333333331,74765.93333333332,66475.15,74453.28,78493.8
Computer and mathematical occupations,Male,Richmond County,year2010,82728.0,year2010_2013,75020.75,70812.2,79444.4,79089.86,68448.1
Computer and mathematical occupations,Male,Richmond County,year2011,71772.0,year2010_2013,75020.75,70812.2,79444.4,79089.86,68393.6
Computer and mathematical occupations,Male,Richmond County,year2012,70293.0,year2010_2013,75020.75,70812.2,79444.4,79089.86,67254.8
Computer and mathematical occupations,Male,Richmond County,year2013,75290.0,year2010_2013,75020.75,70812.2,79444.4,79089.86,79152.3
Computer and mathematical occupations,Male,Richmond County,year2014,91948.0,year2014_2016,78269.0,75369.39999999998,79444.4,79089.86,77417.2
Computer and mathematical occupations,Male,Richmond County,year2015,66859.0,year2014_2016,78269.0,75369.39999999998,79444.4,79089.86,73205.0
Computer and mathematical occupations,Male,Richmond County,year2016,76000.0,year2014_2016,78269.0,75369.39999999998,79444.4,79089.86,75486.0
Computer and mathematical occupations,Male,Richmond County,year2017,101927.0,year2017_2019,90402.0,81843.89999999997,79444.4,79089.86,80663.1
Computer and mathematical occupations,Male,Richmond County,year2018,85330.0,year2017_2019,90402.0,81843.89999999997,79444.4,79089.86,82133.8
Computer and mathematical occupations,Male,Richmond County,year2019,83949.0,year2017_2019,90402.0,81843.89999999997,79444.4,79089.86,82734.8
Architecture and engineering occupations,Male,Richmond County,year2010,54395.0,year2010_2013,68221.25,61062.18333333335,71374.64166666668,72546.7,57705.3
Architecture and engineering occupations,Male,Richmond County,year2011,67828.0,year2010_2013,68221.25,61062.18333333335,71374.64166666668,72546.7,59233.7
Architecture and engineering occupations,Male,Richmond County,year2012,79516.0,year2010_2013,68221.25,61062.18333333335,71374.64166666668,72546.7,67040.0
Architecture and engineering occupations,Male,Richmond County,year2013,71146.0,year2010_2013,68221.25,61062.18333333335,71374.64166666668,72546.7,60269.73333333334
Architecture and engineering occupations,Male,Richmond County,year2014,76470.0,year2014_2016,77953.0,69758.20000000001,71374.64166666668,72546.7,70454.1
Architecture and engineering occupations,Male,Richmond County,year2015,76526.0,year2014_2016,77953.0,69758.20000000001,71374.64166666668,72546.7,69207.8
Architecture and engineering occupations,Male,Richmond County,year2016,80863.0,year2014_2016,77953.0,69758.20000000001,71374.64166666668,72546.7,69612.7
Architecture and engineering occupations,Male,Richmond County,year2017,102358.0,year2017_2019,85021.66666666669,74832.61666666667,71374.64166666668,72546.7,72242.45
Architecture and engineering occupations,Male,Richmond County,year2018,65551.0,year2017_2019,85021.66666666669,74832.61666666667,71374.64166666668,72546.7,77308.4
Architecture and engineering occupations,Male,Richmond County,year2019,87156.0,year2017_2019,85021.66666666669,74832.61666666667,71374.64166666668,72546.7,74947.0
"Life, physical, and social science occupations",Male,Richmond County,year2010,79576.0,year2010_2013,74963.5,60559.25,75635.5,68051.34,61535.8
"Life, physical, and social science occupations",Male,Richmond County,year2011,71345.0,year2010_2013,74963.5,60559.25,75635.5,68051.34,57386.6
"Life, physical, and social science occupations",Male,Richmond County,year2012,46407.0,year2010_2013,74963.5,60559.25,75635.5,68051.34,57263.3
"Life, physical, and social science occupations",Male,Richmond County,year2013,102526.0,year2010_2013,74963.5,60559.25,75635.5,68051.34,66051.3
"Life, physical, and social science occupations",Male,Richmond County,year2014,67923.0,year2014_2016,68351.33333333331,57284.39999999998,75635.5,68051.34,52731.0
"Life, physical, and social science occupations",Male,Richmond County,year2015,70572.0,year2014_2016,68351.33333333331,57284.39999999998,75635.5,68051.34,59742.6
"Life, physical, and social science occupations",Male,Richmond County,year2016,66559.0,year2014_2016,68351.33333333331,57284.39999999998,75635.5,68051.34,59379.6
"Life, physical, and social science occupations",Male,Richmond County,year2017,102528.0,year2017_2019,114377.66666666669,71285.76666666668,75635.5,68051.34,67315.7
"Life, physical, and social science occupations",Male,Richmond County,year2018,150060.0,year2017_2019,114377.66666666669,71285.76666666668,75635.5,68051.34,74664.8
"Life, physical, and social science occupations",Male,Richmond County,year2019,90545.0,year2017_2019,114377.66666666669,71285.76666666668,75635.5,68051.34,71876.8
Community and social service occupations,Male,Richmond County,year2010,40492.0,year2010_2013,43235.0,42134.725,46219.8,42997.12,41639.0
Community and social service occupations,Male,Richmond County,year2011,47188.0,year2010_2013,43235.0,42134.725,46219.8,42997.12,41780.7
Community and social service occupations,Male,Richmond County,year2012,39548.0,year2010_2013,43235.0,42134.725,46219.8,42997.12,43214.2
Community and social service occupations,Male,Richmond County,year2013,45712.0,year2010_2013,43235.0,42134.725,46219.8,42997.12,41905.0
Community and social service occupations,Male,Richmond County,year2014,48601.0,year2014_2016,46194.0,43277.799999999996,46219.8,42997.12,44079.5
Community and social service occupations,Male,Richmond County,year2015,57006.0,year2014_2016,46194.0,43277.799999999996,46219.8,42997.12,43428.9
Community and social service occupations,Male,Richmond County,year2016,32975.0,year2014_2016,46194.0,43277.799999999996,46219.8,42997.12,42325.0
Community and social service occupations,Male,Richmond County,year2017,32847.0,year2017_2019,48650.33333333334,47217.0,46219.8,42997.12,41810.0
Community and social service occupations,Male,Richmond County,year2018,50416.0,year2017_2019,48650.33333333334,47217.0,46219.8,42997.12,46766.7
Community and social service occupations,Male,Richmond County,year2019,62688.0,year2017_2019,48650.33333333334,47217.0,46219.8,42997.12,53074.3
Legal occupations,Male,Richmond County,year2010,92443.0,year2010_2013,83758.0,86041.15,80004.05,106772.7,86128.7
Legal occupations,Male,Richmond County,year2011,61071.0,year2010_2013,83758.0,86041.15,80004.05,106772.7,86242.2
Legal occupations,Male,Richmond County,year2012,80995.0,year2010_2013,83758.0,86041.15,80004.05,106772.7,83018.3
Legal occupations,Male,Richmond County,year2013,100523.0,year2010_2013,83758.0,86041.15,80004.05,106772.7,88775.4
Legal occupations,Male,Richmond County,year2014,64175.0,year2014_2016,83230.0,91934.26666666666,80004.05,106772.7,83236.5
Legal occupations,Male,Richmond County,year2015,85452.0,year2014_2016,83230.0,91934.26666666666,80004.05,106772.7,91585.2
Legal occupations,Male,Richmond County,year2016,100063.0,year2014_2016,83230.0,91934.26666666666,80004.05,106772.7,100981.1
Legal occupations,Male,Richmond County,year2017,77141.0,year2017_2019,96533.66666666669,103607.99999999999,80004.05,106772.7,96452.0
Legal occupations,Male,Richmond County,year2018,110373.0,year2017_2019,96533.66666666669,103607.99999999999,80004.05,106772.7,104282.1
Legal occupations,Male,Richmond County,year2019,102087.0,year2017_2019,96533.66666666669,103607.99999999999,80004.05,106772.7,110089.9
"Education, training, and library occupations",Male,Richmond County,year2010,59548.0,year2010_2013,52453.0,43742.75,52134.25,50621.52,47362.6
"Education, training, and library occupations",Male,Richmond County,year2011,60188.0,year2010_2013,52453.0,43742.75,52134.25,50621.52,44433.2
"Education, training, and library occupations",Male,Richmond County,year2012,38720.0,year2010_2013,52453.0,43742.75,52134.25,50621.52,40823.8
"Education, training, and library occupations",Male,Richmond County,year2013,51356.0,year2010_2013,52453.0,43742.75,52134.25,50621.52,42351.4
"Education, training, and library occupations",Male,Richmond County,year2014,49123.0,year2014_2016,62154.66666666666,46244.600000000006,52134.25,50621.52,43953.1
"Education, training, and library occupations",Male,Richmond County,year2015,70941.0,year2014_2016,62154.66666666666,46244.600000000006,52134.25,50621.52,48814.3
"Education, training, and library occupations",Male,Richmond County,year2016,66400.0,year2014_2016,62154.66666666666,46244.600000000006,52134.25,50621.52,45966.4
"Education, training, and library occupations",Male,Richmond County,year2017,61929.0,year2017_2019,61533.66666666666,50006.60000000003,52134.25,50621.52,49658.9
"Education, training, and library occupations",Male,Richmond County,year2018,56766.0,year2017_2019,61533.66666666666,50006.60000000003,52134.25,50621.52,49443.3
"Education, training, and library occupations",Male,Richmond County,year2019,65906.0,year2017_2019,61533.66666666666,50006.60000000003,52134.25,50621.52,50917.6
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2010,60117.0,year2010_2013,60601.5,46925.55,49612.15,51710.42,47020.0
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2011,61852.0,year2010_2013,60601.5,46925.55,49612.15,51710.42,45915.1
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2012,70772.0,year2010_2013,60601.5,46925.55,49612.15,51710.42,45216.5
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2013,49665.0,year2010_2013,60601.5,46925.55,49612.15,51710.42,49550.6
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2014,56961.0,year2014_2016,49984.0,47279.4,49612.15,51710.42,47612.2
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2015,40840.0,year2014_2016,49984.0,47279.4,49612.15,51710.42,44764.9
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2016,52151.0,year2014_2016,49984.0,47279.4,49612.15,51710.42,49461.1
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2017,40974.0,year2017_2019,55568.66666666666,54254.0,49612.15,51710.42,50737.8
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2018,83838.0,year2017_2019,55568.66666666666,54254.0,49612.15,51710.42,55391.6
"Arts, design, entertainment, sports, and media occupations",Male,Richmond County,year2019,41894.0,year2017_2019,55568.66666666666,54254.0,49612.15,51710.42,56632.6
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2010,77428.0,year2010_2013,91165.25,76881.1,85646.7,87711.48,75638.6
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2011,90473.0,year2010_2013,91165.25,76881.1,85646.7,87711.48,73883.1
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2012,105053.0,year2010_2013,91165.25,76881.1,85646.7,87711.48,78010.5
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2013,91707.0,year2010_2013,91165.25,76881.1,85646.7,87711.48,79992.2
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2014,90665.0,year2014_2016,91098.66666666669,80990.96666666665,85646.7,87711.48,78564.4
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2015,101928.0,year2014_2016,91098.66666666669,80990.96666666665,85646.7,87711.48,85304.5
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2016,80703.0,year2014_2016,91098.66666666669,80990.96666666665,85646.7,87711.48,79104.0
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2017,96819.0,year2017_2019,104104.33333333331,88019.46666666672,85646.7,87711.48,81811.7
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2018,113272.0,year2017_2019,104104.33333333331,88019.46666666672,85646.7,87711.48,89215.4
Health diagnosing and treating practitioners and other technical occupations,Male,Richmond County,year2019,102222.0,year2017_2019,104104.33333333331,88019.46666666672,85646.7,87711.48,93031.3
Health technologists and technicians,Male,Richmond County,year2010,46270.0,year2010_2013,51264.5,44839.55,47878.2,48739.62,42933.6
Health technologists and technicians,Male,Richmond County,year2011,60283.0,year2010_2013,51264.5,44839.55,47878.2,48739.62,44811.3
Health technologists and technicians,Male,Richmond County,year2012,56250.0,year2010_2013,51264.5,44839.55,47878.2,48739.62,45250.0
Health technologists and technicians,Male,Richmond County,year2013,42255.0,year2010_2013,51264.5,44839.55,47878.2,48739.62,46363.3
Health technologists and technicians,Male,Richmond County,year2014,52105.0,year2014_2016,44049.66666666666,44137.433333333334,47878.2,48739.62,46182.7
Health technologists and technicians,Male,Richmond County,year2015,36019.0,year2014_2016,44049.66666666666,44137.433333333334,47878.2,48739.62,41390.0
Health technologists and technicians,Male,Richmond County,year2016,44025.0,year2014_2016,44049.66666666666,44137.433333333334,47878.2,48739.62,44839.6
Health technologists and technicians,Male,Richmond County,year2017,50533.0,year2017_2019,54624.0,50695.6,47878.2,48739.62,46589.3
Health technologists and technicians,Male,Richmond County,year2018,71798.0,year2017_2019,54624.0,50695.6,47878.2,48739.62,52378.6
Health technologists and technicians,Male,Richmond County,year2019,41541.0,year2017_2019,54624.0,50695.6,47878.2,48739.62,53118.9
Healthcare support occupations,Male,Richmond County,year2010,37374.0,year2010_2013,31579.0,26701.375,28744.05,29284.28,28315.1
Healthcare support occupations,Male,Richmond County,year2011,30847.0,year2010_2013,31579.0,26701.375,28744.05,29284.28,26334.3
Healthcare support occupations,Male,Richmond County,year2012,25754.0,year2010_2013,31579.0,26701.375,28744.05,29284.28,25868.3
Healthcare support occupations,Male,Richmond County,year2013,32341.0,year2010_2013,31579.0,26701.375,28744.05,29284.28,26287.8
Healthcare support occupations,Male,Richmond County,year2014,25057.0,year2014_2016,31255.66666666667,25633.000000000004,28744.05,29284.28,24499.6
Healthcare support occupations,Male,Richmond County,year2015,36498.0,year2014_2016,31255.66666666667,25633.000000000004,28744.05,29284.28,26647.6
Healthcare support occupations,Male,Richmond County,year2016,32212.0,year2014_2016,31255.66666666667,25633.000000000004,28744.05,29284.28,25751.8
Healthcare support occupations,Male,Richmond County,year2017,23995.0,year2017_2019,27399.0,26255.399999999998,28744.05,29284.28,25245.4
Healthcare support occupations,Male,Richmond County,year2018,30785.0,year2017_2019,27399.0,26255.399999999998,28744.05,29284.28,26585.2
Healthcare support occupations,Male,Richmond County,year2019,27417.0,year2017_2019,27399.0,26255.399999999998,28744.05,29284.28,26935.6
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2010,54781.0,year2010_2013,61854.0,31289.725,46039.45,37739.66,30261.3
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2011,42252.0,year2010_2013,61854.0,31289.725,46039.45,37739.66,29108.1
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2012,74778.0,year2010_2013,61854.0,31289.725,46039.45,37739.66,32949.6
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2013,75605.0,year2010_2013,61854.0,31289.725,46039.45,37739.66,32839.9
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2014,51418.0,year2014_2016,55747.0,29514.2,46039.45,37739.66,29797.5
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2015,61939.0,year2014_2016,55747.0,29514.2,46039.45,37739.66,30215.6
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2016,53884.0,year2014_2016,55747.0,29514.2,46039.45,37739.66,28529.5
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2017,83021.0,year2017_2019,70661.33333333331,35835.1,46039.45,37739.66,38574.0
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2018,57775.0,year2017_2019,70661.33333333331,35835.1,46039.45,37739.66,34964.8
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Richmond County,year2019,71188.0,year2017_2019,70661.33333333331,35835.1,46039.45,37739.66,33966.5
Law enforcement workers including supervisors,Male,Richmond County,year2010,75707.0,year2010_2013,84941.5,68153.2,83244.6,74634.08,68247.6
Law enforcement workers including supervisors,Male,Richmond County,year2011,86219.0,year2010_2013,84941.5,68153.2,83244.6,74634.08,70108.7
Law enforcement workers including supervisors,Male,Richmond County,year2012,90139.0,year2010_2013,84941.5,68153.2,83244.6,74634.08,66834.1
Law enforcement workers including supervisors,Male,Richmond County,year2013,87701.0,year2010_2013,84941.5,68153.2,83244.6,74634.08,67422.4
Law enforcement workers including supervisors,Male,Richmond County,year2014,101239.0,year2014_2016,92868.66666666669,67705.0,83244.6,74634.08,69203.4
Law enforcement workers including supervisors,Male,Richmond County,year2015,95542.0,year2014_2016,92868.66666666669,67705.0,83244.6,74634.08,69478.0
Law enforcement workers including supervisors,Male,Richmond County,year2016,81825.0,year2014_2016,92868.66666666669,67705.0,83244.6,74634.08,64433.6
Law enforcement workers including supervisors,Male,Richmond County,year2017,91313.0,year2017_2019,90898.66666666669,71211.86666666667,83244.6,74634.08,69608.7
Law enforcement workers including supervisors,Male,Richmond County,year2018,90054.0,year2017_2019,90898.66666666669,71211.86666666667,83244.6,74634.08,68949.0
Law enforcement workers including supervisors,Male,Richmond County,year2019,91329.0,year2017_2019,90898.66666666669,71211.86666666667,83244.6,74634.08,75077.9
Food preparation and serving related occupations,Male,Richmond County,year2010,17364.0,year2010_2013,18108.75,18307.25,19050.3,22323.66,18100.9
Food preparation and serving related occupations,Male,Richmond County,year2011,12257.0,year2010_2013,18108.75,18307.25,19050.3,22323.66,18584.2
Food preparation and serving related occupations,Male,Richmond County,year2012,23027.0,year2010_2013,18108.75,18307.25,19050.3,22323.66,17711.9
Food preparation and serving related occupations,Male,Richmond County,year2013,19787.0,year2010_2013,18108.75,18307.25,19050.3,22323.66,18832.0
Food preparation and serving related occupations,Male,Richmond County,year2014,19837.0,year2014_2016,23517.66666666667,19222.46666666667,19050.3,22323.66,17564.5
Food preparation and serving related occupations,Male,Richmond County,year2015,25414.0,year2014_2016,23517.66666666667,19222.46666666667,19050.3,22323.66,19305.9
Food preparation and serving related occupations,Male,Richmond County,year2016,25302.0,year2014_2016,23517.66666666667,19222.46666666667,19050.3,22323.66,20797.0
Food preparation and serving related occupations,Male,Richmond County,year2017,21822.0,year2017_2019,25275.66666666667,23472.73333333333,19050.3,22323.66,21389.6
Food preparation and serving related occupations,Male,Richmond County,year2018,26219.0,year2017_2019,25275.66666666667,23472.73333333333,19050.3,22323.66,24147.0
Food preparation and serving related occupations,Male,Richmond County,year2019,27786.0,year2017_2019,25275.66666666667,23472.73333333333,19050.3,22323.66,24881.6
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2010,37946.0,year2010_2013,35413.25,23135.075,30667.3,31014.96,23259.2
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2011,34002.0,year2010_2013,35413.25,23135.075,30667.3,31014.96,23153.3
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2012,33277.0,year2010_2013,35413.25,23135.075,30667.3,31014.96,23100.4
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2013,36428.0,year2010_2013,35413.25,23135.075,30667.3,31014.96,23027.4
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2014,33639.0,year2014_2016,36555.333333333336,24679.03333333334,30667.3,31014.96,22849.4
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2015,34311.0,year2014_2016,36555.333333333336,24679.03333333334,30667.3,31014.96,24977.5
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2016,41716.0,year2014_2016,36555.333333333336,24679.03333333334,30667.3,31014.96,26210.2
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2017,47689.0,year2017_2019,44671.33333333334,28573.63333333334,30667.3,31014.96,28024.3
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2018,48544.0,year2017_2019,44671.33333333334,28573.63333333334,30667.3,31014.96,27660.7
Building and grounds cleaning and maintenance occupations,Male,Richmond County,year2019,37781.0,year2017_2019,44671.33333333334,28573.63333333334,30667.3,31014.96,30035.9
Personal care and service occupations,Male,Richmond County,year2010,30305.0,year2010_2013,25107.5,21011.5,23235.45,27136.92,21675.7
Personal care and service occupations,Male,Richmond County,year2011,29686.0,year2010_2013,25107.5,21011.5,23235.45,27136.92,22224.5
Personal care and service occupations,Male,Richmond County,year2012,21812.0,year2010_2013,25107.5,21011.5,23235.45,27136.92,19194.3
Personal care and service occupations,Male,Richmond County,year2013,18627.0,year2010_2013,25107.5,21011.5,23235.45,27136.92,20951.5
Personal care and service occupations,Male,Richmond County,year2014,16548.0,year2014_2016,19310.33333333333,20843.333333333336,23235.45,27136.92,19475.6
Personal care and service occupations,Male,Richmond County,year2015,17038.0,year2014_2016,19310.33333333333,20843.333333333336,23235.45,27136.92,20143.8
Personal care and service occupations,Male,Richmond County,year2016,24345.0,year2014_2016,19310.33333333333,20843.333333333336,23235.45,27136.92,22910.6
Personal care and service occupations,Male,Richmond County,year2017,21063.0,year2017_2019,37782.0,25723.533333333344,23235.45,27136.92,23227.9
Personal care and service occupations,Male,Richmond County,year2018,51047.0,year2017_2019,37782.0,25723.533333333344,23235.45,27136.92,27452.7
Personal care and service occupations,Male,Richmond County,year2019,41236.0,year2017_2019,37782.0,25723.533333333344,23235.45,27136.92,26490.0
Sales and related occupations,Male,Richmond County,year2010,40071.0,year2010_2013,43030.75,31850.1,33123.1,43636.78,31559.5
Sales and related occupations,Male,Richmond County,year2011,31325.0,year2010_2013,43030.75,31850.1,33123.1,43636.78,30991.4
Sales and related occupations,Male,Richmond County,year2012,49397.0,year2010_2013,43030.75,31850.1,33123.1,43636.78,31802.1
Sales and related occupations,Male,Richmond County,year2013,51330.0,year2010_2013,43030.75,31850.1,33123.1,43636.78,33047.4
Sales and related occupations,Male,Richmond County,year2014,40402.0,year2014_2016,40401.0,33884.4,33123.1,43636.78,34313.0
Sales and related occupations,Male,Richmond County,year2015,36302.0,year2014_2016,40401.0,33884.4,33123.1,43636.78,33053.7
Sales and related occupations,Male,Richmond County,year2016,44499.0,year2014_2016,40401.0,33884.4,33123.1,43636.78,34286.5
Sales and related occupations,Male,Richmond County,year2017,52966.0,year2017_2019,50924.33333333334,38597.83333333334,33123.1,43636.78,35174.1
Sales and related occupations,Male,Richmond County,year2018,50328.0,year2017_2019,50924.33333333334,38597.83333333334,33123.1,43636.78,40100.8
Sales and related occupations,Male,Richmond County,year2019,49479.0,year2017_2019,50924.33333333334,38597.83333333334,33123.1,43636.78,40518.6
Office and administrative support occupations,Male,Richmond County,year2010,47212.0,year2010_2013,41876.25,33996.275,39612.9,36337.16,33895.3
Office and administrative support occupations,Male,Richmond County,year2011,36471.0,year2010_2013,41876.25,33996.275,39612.9,36337.16,33567.9
Office and administrative support occupations,Male,Richmond County,year2012,36365.0,year2010_2013,41876.25,33996.275,39612.9,36337.16,34271.2
Office and administrative support occupations,Male,Richmond County,year2013,47457.0,year2010_2013,41876.25,33996.275,39612.9,36337.16,34250.7
Office and administrative support occupations,Male,Richmond County,year2014,33336.0,year2014_2016,37049.333333333336,34316.0,39612.9,36337.16,33121.8
Office and administrative support occupations,Male,Richmond County,year2015,36278.0,year2014_2016,37049.333333333336,34316.0,39612.9,36337.16,33969.0
Office and administrative support occupations,Male,Richmond County,year2016,41534.0,year2014_2016,37049.333333333336,34316.0,39612.9,36337.16,35857.2
Office and administrative support occupations,Male,Richmond County,year2017,45684.0,year2017_2019,50013.0,40532.43333333333,39612.9,36337.16,37235.8
Office and administrative support occupations,Male,Richmond County,year2018,60824.0,year2017_2019,50013.0,40532.43333333333,39612.9,36337.16,42117.6
Office and administrative support occupations,Male,Richmond County,year2019,43531.0,year2017_2019,50013.0,40532.43333333333,39612.9,36337.16,42243.9
"Farming, fishing, and forestry occupations",Male,Richmond County,year2010,26492.5,year2010_2013,26492.5,27154.708333333336,22201.53958333334,25023.52499999999,26358.875
"Farming, fishing, and forestry occupations",Male,Richmond County,year2011,26492.5,year2010_2013,26492.5,27154.708333333336,22201.53958333334,25023.52499999999,26967.341666666667
"Farming, fishing, and forestry occupations",Male,Richmond County,year2012,26492.5,year2010_2013,26492.5,27154.708333333336,22201.53958333334,25023.52499999999,30941.74166666667
"Farming, fishing, and forestry occupations",Male,Richmond County,year2013,26492.5,year2010_2013,26492.5,27154.708333333336,22201.53958333334,25023.52499999999,24350.874999999996
"Farming, fishing, and forestry occupations",Male,Richmond County,year2014,19558.58333333333,year2014_2016,19558.58333333333,14898.604166666664,22201.53958333334,25023.52499999999,12003.620833333332
"Farming, fishing, and forestry occupations",Male,Richmond County,year2015,19558.58333333333,year2014_2016,19558.58333333333,14898.604166666664,22201.53958333334,25023.52499999999,15726.87083333333
"Farming, fishing, and forestry occupations",Male,Richmond County,year2016,19558.58333333333,year2014_2016,19558.58333333333,14898.604166666664,22201.53958333334,25023.52499999999,16965.32083333333
"Farming, fishing, and forestry occupations",Male,Richmond County,year2017,28529.83333333333,year2017_2019,28529.83333333333,22900.25,22201.53958333334,25023.52499999999,21202.149999999998
"Farming, fishing, and forestry occupations",Male,Richmond County,year2018,28529.83333333333,year2017_2019,28529.83333333333,22900.25,22201.53958333334,25023.52499999999,24234.449999999997
"Farming, fishing, and forestry occupations",Male,Richmond County,year2019,28529.83333333333,year2017_2019,28529.83333333333,22900.25,22201.53958333334,25023.52499999999,23264.149999999998
Construction and extraction occupations,Male,Richmond County,year2010,52489.0,year2010_2013,46776.0,37017.6,54332.8,35641.08,26284.1
Construction and extraction occupations,Male,Richmond County,year2011,52211.0,year2010_2013,46776.0,37017.6,54332.8,35641.08,38709.7
Construction and extraction occupations,Male,Richmond County,year2012,42230.0,year2010_2013,46776.0,37017.6,54332.8,35641.08,36953.6
Construction and extraction occupations,Male,Richmond County,year2013,40174.0,year2010_2013,46776.0,37017.6,54332.8,35641.08,46123.0
Construction and extraction occupations,Male,Richmond County,year2014,50747.0,year2014_2016,49058.33333333334,42036.333333333336,54332.8,35641.08,39787.4
Construction and extraction occupations,Male,Richmond County,year2015,45729.0,year2014_2016,49058.33333333334,42036.333333333336,54332.8,35641.08,42486.6
Construction and extraction occupations,Male,Richmond County,year2016,50699.0,year2014_2016,49058.33333333334,42036.333333333336,54332.8,35641.08,43835.0
Construction and extraction occupations,Male,Richmond County,year2017,50004.0,year2017_2019,52396.66666666666,48945.466666666674,54332.8,35641.08,46430.1
Construction and extraction occupations,Male,Richmond County,year2018,60117.0,year2017_2019,52396.66666666666,48945.466666666674,54332.8,35641.08,56175.9
Construction and extraction occupations,Male,Richmond County,year2019,47069.0,year2017_2019,52396.66666666666,48945.466666666674,54332.8,35641.08,44230.4
