Occupations,Gender,Boroughs,year,Salary,year_range,Salary_avg,Salary_year,Salary_county,Salary_gender,Salary_YearlyAvg
Food preparation and serving related occupations,Female,Bronx County,year2012,12914.0,year2010_2013,14398.0,18307.25,18486.25,17939.26,17711.9
Food preparation and serving related occupations,Female,Bronx County,year2013,15947.0,year2010_2013,14398.0,18307.25,18486.25,17939.26,18832.0
Food preparation and serving related occupations,Female,Bronx County,year2014,15457.0,year2014_2016,15704.666666666664,19222.46666666667,18486.25,17939.26,17564.5
Food preparation and serving related occupations,Female,Bronx County,year2015,15812.0,year2014_2016,15704.666666666664,19222.46666666667,18486.25,17939.26,19305.9
Food preparation and serving related occupations,Female,Bronx County,year2016,15845.0,year2014_2016,15704.666666666664,19222.46666666667,18486.25,17939.26,20797.0
Food preparation and serving related occupations,Female,Bronx County,year2017,17831.0,year2017_2019,18431.0,23472.73333333333,18486.25,17939.26,21389.6
Food preparation and serving related occupations,Female,Bronx County,year2018,16820.0,year2017_2019,18431.0,23472.73333333333,18486.25,17939.26,24147.0
Food preparation and serving related occupations,Female,Bronx County,year2019,20642.0,year2017_2019,18431.0,23472.73333333333,18486.25,17939.26,24881.6
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2010,15825.0,year2010_2013,16500.25,23135.075,22414.6,19444.7,23259.2
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2011,14850.0,year2010_2013,16500.25,23135.075,22414.6,19444.7,23153.3
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2012,17613.0,year2010_2013,16500.25,23135.075,22414.6,19444.7,23100.4
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2013,17713.0,year2010_2013,16500.25,23135.075,22414.6,19444.7,23027.4
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2014,16578.0,year2014_2016,15872.666666666664,24679.03333333334,22414.6,19444.7,22849.4
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2015,16136.0,year2014_2016,15872.666666666664,24679.03333333334,22414.6,19444.7,24977.5
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2016,14904.0,year2014_2016,15872.666666666664,24679.03333333334,22414.6,19444.7,26210.2
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2017,16308.0,year2017_2019,20973.33333333333,28573.63333333334,22414.6,19444.7,28024.3
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2018,22461.0,year2017_2019,20973.33333333333,28573.63333333334,22414.6,19444.7,27660.7
Building and grounds cleaning and maintenance occupations,Female,Bronx County,year2019,24151.0,year2017_2019,20973.33333333333,28573.63333333334,22414.6,19444.7,30035.9
Personal care and service occupations,Female,Bronx County,year2010,14790.0,year2010_2013,14231.75,21011.5,21042.2,17612.4,21675.7
Personal care and service occupations,Female,Bronx County,year2011,14557.0,year2010_2013,14231.75,21011.5,21042.2,17612.4,22224.5
Personal care and service occupations,Female,Bronx County,year2012,14529.0,year2010_2013,14231.75,21011.5,21042.2,17612.4,19194.3
Personal care and service occupations,Female,Bronx County,year2013,13051.0,year2010_2013,14231.75,21011.5,21042.2,17612.4,20951.5
Personal care and service occupations,Female,Bronx County,year2014,14119.0,year2014_2016,14304.666666666664,20843.333333333336,21042.2,17612.4,19475.6
Personal care and service occupations,Female,Bronx County,year2015,13995.0,year2014_2016,14304.666666666664,20843.333333333336,21042.2,17612.4,20143.8
Personal care and service occupations,Female,Bronx County,year2016,14800.0,year2014_2016,14304.666666666664,20843.333333333336,21042.2,17612.4,22910.6
Personal care and service occupations,Female,Bronx County,year2017,14984.0,year2017_2019,16449.0,25723.533333333344,21042.2,17612.4,23227.9
Personal care and service occupations,Female,Bronx County,year2018,16002.0,year2017_2019,16449.0,25723.533333333344,21042.2,17612.4,27452.7
Personal care and service occupations,Female,Bronx County,year2019,18361.0,year2017_2019,16449.0,25723.533333333344,21042.2,17612.4,26490.0
Sales and related occupations,Female,Bronx County,year2010,13706.0,year2010_2013,13593.5,31850.1,19894.35,25332.64,31559.5
Sales and related occupations,Female,Bronx County,year2011,12999.0,year2010_2013,13593.5,31850.1,19894.35,25332.64,30991.4
Sales and related occupations,Female,Bronx County,year2012,14199.0,year2010_2013,13593.5,31850.1,19894.35,25332.64,31802.1
Sales and related occupations,Female,Bronx County,year2013,13470.0,year2010_2013,13593.5,31850.1,19894.35,25332.64,33047.4
Sales and related occupations,Female,Bronx County,year2014,15245.0,year2014_2016,15534.666666666664,33884.4,19894.35,25332.64,34313.0
Sales and related occupations,Female,Bronx County,year2015,15231.0,year2014_2016,15534.666666666664,33884.4,19894.35,25332.64,33053.7
Sales and related occupations,Female,Bronx County,year2016,16128.0,year2014_2016,15534.666666666664,33884.4,19894.35,25332.64,34286.5
Sales and related occupations,Female,Bronx County,year2017,15631.0,year2017_2019,17441.666666666668,38597.83333333334,19894.35,25332.64,35174.1
Sales and related occupations,Female,Bronx County,year2018,16485.0,year2017_2019,17441.666666666668,38597.83333333334,19894.35,25332.64,40100.8
Sales and related occupations,Female,Bronx County,year2019,20209.0,year2017_2019,17441.666666666668,38597.83333333334,19894.35,25332.64,40518.6
Office and administrative support occupations,Female,Bronx County,year2010,32243.0,year2010_2013,33503.75,33996.275,31473.8,35768.92,33895.3
Office and administrative support occupations,Female,Bronx County,year2011,33050.0,year2010_2013,33503.75,33996.275,31473.8,35768.92,33567.9
Office and administrative support occupations,Female,Bronx County,year2012,35334.0,year2010_2013,33503.75,33996.275,31473.8,35768.92,34271.2
Office and administrative support occupations,Female,Bronx County,year2013,33388.0,year2010_2013,33503.75,33996.275,31473.8,35768.92,34250.7
Office and administrative support occupations,Female,Bronx County,year2014,33695.0,year2014_2016,32969.666666666664,34316.0,31473.8,35768.92,33121.8
Office and administrative support occupations,Female,Bronx County,year2015,31199.0,year2014_2016,32969.666666666664,34316.0,31473.8,35768.92,33969.0
Office and administrative support occupations,Female,Bronx County,year2016,34015.0,year2014_2016,32969.666666666664,34316.0,31473.8,35768.92,35857.2
Office and administrative support occupations,Female,Bronx County,year2017,32159.0,year2017_2019,34430.0,40532.43333333333,31473.8,35768.92,37235.8
Office and administrative support occupations,Female,Bronx County,year2018,35577.0,year2017_2019,34430.0,40532.43333333333,31473.8,35768.92,42117.6
Office and administrative support occupations,Female,Bronx County,year2019,35554.0,year2017_2019,34430.0,40532.43333333333,31473.8,35768.92,42243.9
"Farming, fishing, and forestry occupations",Female,Bronx County,year2010,28319.0,year2010_2013,28319.0,27154.708333333336,23558.15,19379.55416666666,26358.875
"Farming, fishing, and forestry occupations",Female,Bronx County,year2011,28319.0,year2010_2013,28319.0,27154.708333333336,23558.15,19379.55416666666,26967.341666666667
"Farming, fishing, and forestry occupations",Female,Bronx County,year2012,28319.0,year2010_2013,28319.0,27154.708333333336,23558.15,19379.55416666666,30941.74166666667
"Farming, fishing, and forestry occupations",Female,Bronx County,year2013,28319.0,year2010_2013,28319.0,27154.708333333336,23558.15,19379.55416666666,24350.874999999996
"Farming, fishing, and forestry occupations",Female,Bronx County,year2014,4288.0,year2014_2016,4288.0,14898.604166666664,23558.15,19379.55416666666,12003.620833333332
"Farming, fishing, and forestry occupations",Female,Bronx County,year2015,4288.0,year2014_2016,4288.0,14898.604166666664,23558.15,19379.55416666666,15726.87083333333
"Farming, fishing, and forestry occupations",Female,Bronx County,year2016,4288.0,year2014_2016,4288.0,14898.604166666664,23558.15,19379.55416666666,16965.32083333333
"Farming, fishing, and forestry occupations",Female,Bronx County,year2017,21164.0,year2017_2019,21721.0,22900.25,23558.15,19379.55416666666,21202.149999999998
"Farming, fishing, and forestry occupations",Female,Bronx County,year2018,21721.0,year2017_2019,21721.0,22900.25,23558.15,19379.55416666666,24234.449999999997
"Farming, fishing, and forestry occupations",Female,Bronx County,year2019,22278.0,year2017_2019,21721.0,22900.25,23558.15,19379.55416666666,23264.149999999998
Construction and extraction occupations,Female,Bronx County,year2010,13790.0,year2010_2013,35460.0,37017.6,35048.3,48562.08,26284.1
Construction and extraction occupations,Female,Bronx County,year2011,41058.0,year2010_2013,35460.0,37017.6,35048.3,48562.08,38709.7
Construction and extraction occupations,Female,Bronx County,year2012,34386.0,year2010_2013,35460.0,37017.6,35048.3,48562.08,36953.6
Construction and extraction occupations,Female,Bronx County,year2013,52606.0,year2010_2013,35460.0,37017.6,35048.3,48562.08,46123.0
Construction and extraction occupations,Female,Bronx County,year2014,35273.0,year2014_2016,37003.333333333336,42036.333333333336,35048.3,48562.08,39787.4
Construction and extraction occupations,Female,Bronx County,year2015,33707.0,year2014_2016,37003.333333333336,42036.333333333336,35048.3,48562.08,42486.6
Construction and extraction occupations,Female,Bronx County,year2016,42030.0,year2014_2016,37003.333333333336,42036.333333333336,35048.3,48562.08,43835.0
Construction and extraction occupations,Female,Bronx County,year2017,56389.0,year2017_2019,44823.66666666666,48945.466666666674,35048.3,48562.08,46430.1
Construction and extraction occupations,Female,Bronx County,year2018,27004.0,year2017_2019,44823.66666666666,48945.466666666674,35048.3,48562.08,56175.9
Construction and extraction occupations,Female,Bronx County,year2019,51078.0,year2017_2019,44823.66666666666,48945.466666666674,35048.3,48562.08,44230.4
"Installation, maintenance, and repair occupations",Female,Bronx County,year2010,40174.0,year2010_2013,31016.0,43137.08333333333,36714.95,45962.85666666666,38968.7
"Installation, maintenance, and repair occupations",Female,Bronx County,year2011,10362.0,year2010_2013,31016.0,43137.08333333333,36714.95,45962.85666666666,39929.833333333336
"Installation, maintenance, and repair occupations",Female,Bronx County,year2012,41494.0,year2010_2013,31016.0,43137.08333333333,36714.95,45962.85666666666,48886.1
"Installation, maintenance, and repair occupations",Female,Bronx County,year2013,32034.0,year2010_2013,31016.0,43137.08333333333,36714.95,45962.85666666666,44763.7
"Installation, maintenance, and repair occupations",Female,Bronx County,year2014,52281.0,year2014_2016,48129.33333333334,46043.099999999984,36714.95,45962.85666666666,46003.4
"Installation, maintenance, and repair occupations",Female,Bronx County,year2015,46056.0,year2014_2016,48129.33333333334,46043.099999999984,36714.95,45962.85666666666,44439.2
"Installation, maintenance, and repair occupations",Female,Bronx County,year2016,46051.0,year2014_2016,48129.33333333334,46043.099999999984,36714.95,45962.85666666666,47686.7
"Installation, maintenance, and repair occupations",Female,Bronx County,year2017,50662.0,year2017_2019,32887.333333333336,45657.71666666667,36714.95,45962.85666666666,46611.85
"Installation, maintenance, and repair occupations",Female,Bronx County,year2018,30128.0,year2017_2019,32887.333333333336,45657.71666666667,36714.95,45962.85666666666,45133.3
"Installation, maintenance, and repair occupations",Female,Bronx County,year2019,17872.0,year2017_2019,32887.333333333336,45657.71666666667,36714.95,45962.85666666666,45228.0
Production occupations,Female,Bronx County,year2010,16567.0,year2010_2013,16431.75,25762.35,23518.65,22058.26,25414.6
Production occupations,Female,Bronx County,year2011,16554.0,year2010_2013,16431.75,25762.35,23518.65,22058.26,24015.5
Production occupations,Female,Bronx County,year2012,16027.0,year2010_2013,16431.75,25762.35,23518.65,22058.26,26122.6
Production occupations,Female,Bronx County,year2013,16579.0,year2010_2013,16431.75,25762.35,23518.65,22058.26,27496.7
Production occupations,Female,Bronx County,year2014,17171.0,year2014_2016,17280.0,26549.36666666665,23518.65,22058.26,24485.3
Production occupations,Female,Bronx County,year2015,17223.0,year2014_2016,17280.0,26549.36666666665,23518.65,22058.26,26725.2
Production occupations,Female,Bronx County,year2016,17446.0,year2014_2016,17280.0,26549.36666666665,23518.65,22058.26,28437.6
Production occupations,Female,Bronx County,year2017,20896.0,year2017_2019,21593.666666666668,32928.433333333334,23518.65,22058.26,31284.4
Production occupations,Female,Bronx County,year2018,22887.0,year2017_2019,21593.666666666668,32928.433333333334,23518.65,22058.26,34433.5
Production occupations,Female,Bronx County,year2019,20998.0,year2017_2019,21593.666666666668,32928.433333333334,23518.65,22058.26,33067.4
Transportation occupations,Female,Bronx County,year2010,26867.0,year2010_2013,26459.75,31203.675,27265.05,33241.74,30460.6
Transportation occupations,Female,Bronx County,year2011,28477.0,year2010_2013,26459.75,31203.675,27265.05,33241.74,33150.8
Transportation occupations,Female,Bronx County,year2012,23998.0,year2010_2013,26459.75,31203.675,27265.05,33241.74,31903.8
Transportation occupations,Female,Bronx County,year2013,26497.0,year2010_2013,26459.75,31203.675,27265.05,33241.74,29299.5
Transportation occupations,Female,Bronx County,year2014,23258.0,year2014_2016,26551.66666666667,32340.899999999998,27265.05,33241.74,30026.3
Transportation occupations,Female,Bronx County,year2015,26764.0,year2014_2016,26551.66666666667,32340.899999999998,27265.05,33241.74,33713.1
Transportation occupations,Female,Bronx County,year2016,29633.0,year2014_2016,26551.66666666667,32340.899999999998,27265.05,33241.74,33283.3
Transportation occupations,Female,Bronx County,year2017,24163.0,year2017_2019,26773.66666666667,36124.80000000002,27265.05,33241.74,35133.0
Transportation occupations,Female,Bronx County,year2018,23831.0,year2017_2019,26773.66666666667,36124.80000000002,27265.05,33241.74,36810.1
Transportation occupations,Female,Bronx County,year2019,32327.0,year2017_2019,26773.66666666667,36124.80000000002,27265.05,33241.74,36431.3
Material moving occupations,Female,Bronx County,year2010,15878.0,year2010_2013,18269.75,22560.483333333337,21398.55,18267.70666666667,22734.8
Material moving occupations,Female,Bronx County,year2011,13516.0,year2010_2013,18269.75,22560.483333333337,21398.55,18267.70666666667,24321.533333333333
Material moving occupations,Female,Bronx County,year2012,20898.0,year2010_2013,18269.75,22560.483333333337,21398.55,18267.70666666667,20068.6
Material moving occupations,Female,Bronx County,year2013,22787.0,year2010_2013,18269.75,22560.483333333337,21398.55,18267.70666666667,23117.0
Material moving occupations,Female,Bronx County,year2014,14539.0,year2014_2016,18041.666666666668,23119.133333333335,21398.55,18267.70666666667,22313.8
Material moving occupations,Female,Bronx County,year2015,20236.0,year2014_2016,18041.666666666668,23119.133333333335,21398.55,18267.70666666667,23291.2
Material moving occupations,Female,Bronx County,year2016,19350.0,year2014_2016,18041.666666666668,23119.133333333335,21398.55,18267.70666666667,23752.4
Material moving occupations,Female,Bronx County,year2017,18945.0,year2017_2019,22268.33333333333,25585.93333333333,21398.55,18267.70666666667,23755.0
Material moving occupations,Female,Bronx County,year2018,19808.0,year2017_2019,22268.33333333333,25585.93333333333,21398.55,18267.70666666667,26267.5
Material moving occupations,Female,Bronx County,year2019,28052.0,year2017_2019,22268.33333333333,25585.93333333333,21398.55,18267.70666666667,26735.3
Management occupations,Male,Queens County,year2010,58163.0,year2010_2013,62756.25,70422.45,64434.75,80244.66,67094.8
Management occupations,Male,Queens County,year2011,61957.0,year2010_2013,62756.25,70422.45,64434.75,80244.66,69115.9
Management occupations,Male,Queens County,year2012,64361.0,year2010_2013,62756.25,70422.45,64434.75,80244.66,72026.5
Management occupations,Male,Queens County,year2013,66544.0,year2010_2013,62756.25,70422.45,64434.75,80244.66,73452.6
Management occupations,Male,Queens County,year2014,61541.0,year2014_2016,61760.66666666666,73709.76666666666,64434.75,80244.66,71319.5
Management occupations,Male,Queens County,year2015,61529.0,year2014_2016,61760.66666666666,73709.76666666666,64434.75,80244.66,73571.9
Management occupations,Male,Queens County,year2016,62212.0,year2014_2016,61760.66666666666,73709.76666666666,64434.75,80244.66,76237.9
Management occupations,Male,Queens County,year2017,70073.0,year2017_2019,73635.0,81321.26666666668,64434.75,80244.66,77821.8
Management occupations,Male,Queens County,year2018,75730.0,year2017_2019,73635.0,81321.26666666668,64434.75,80244.66,80119.1
Management occupations,Male,Queens County,year2019,75102.0,year2017_2019,73635.0,81321.26666666668,64434.75,80244.66,86022.9
Business and financial operations occupations,Male,Queens County,year2010,60423.0,year2010_2013,63683.25,65363.2,63944.2,74453.28,64536.3
Business and financial operations occupations,Male,Queens County,year2011,63396.0,year2010_2013,63683.25,65363.2,63944.2,74453.28,64437.3
Business and financial operations occupations,Male,Queens County,year2012,60845.0,year2010_2013,63683.25,65363.2,63944.2,74453.28,62463.1
Business and financial operations occupations,Male,Queens County,year2013,70069.0,year2010_2013,63683.25,65363.2,63944.2,74453.28,70016.1
Business and financial operations occupations,Male,Queens County,year2014,60294.0,year2014_2016,62751.0,67663.93333333332,63944.2,74453.28,66972.5
Business and financial operations occupations,Male,Queens County,year2015,62360.0,year2014_2016,62751.0,67663.93333333332,63944.2,74453.28,68185.0
Business and financial operations occupations,Male,Queens County,year2016,65599.0,year2014_2016,62751.0,67663.93333333332,63944.2,74453.28,67834.3
Business and financial operations occupations,Male,Queens County,year2017,72197.0,year2017_2019,76987.66666666669,74765.93333333332,63944.2,74453.28,71643.8
Business and financial operations occupations,Male,Queens County,year2018,78153.0,year2017_2019,76987.66666666669,74765.93333333332,63944.2,74453.28,74160.2
Business and financial operations occupations,Male,Queens County,year2019,80613.0,year2017_2019,76987.66666666669,74765.93333333332,63944.2,74453.28,78493.8
Computer and mathematical occupations,Male,Queens County,year2010,64772.0,year2010_2013,71798.5,70812.2,72618.25,79089.86,68448.1
Computer and mathematical occupations,Male,Queens County,year2011,71316.0,year2010_2013,71798.5,70812.2,72618.25,79089.86,68393.6
Computer and mathematical occupations,Male,Queens County,year2012,70889.0,year2010_2013,71798.5,70812.2,72618.25,79089.86,67254.8
Computer and mathematical occupations,Male,Queens County,year2013,80217.0,year2010_2013,71798.5,70812.2,72618.25,79089.86,79152.3
Computer and mathematical occupations,Male,Queens County,year2014,80177.0,year2014_2016,76344.33333333331,75369.39999999998,72618.25,79089.86,77417.2
Computer and mathematical occupations,Male,Queens County,year2015,76698.0,year2014_2016,76344.33333333331,75369.39999999998,72618.25,79089.86,73205.0
Computer and mathematical occupations,Male,Queens County,year2016,72158.0,year2014_2016,76344.33333333331,75369.39999999998,72618.25,79089.86,75486.0
Computer and mathematical occupations,Male,Queens County,year2017,80722.0,year2017_2019,83003.66666666669,81843.89999999997,72618.25,79089.86,80663.1
Computer and mathematical occupations,Male,Queens County,year2018,79676.0,year2017_2019,83003.66666666669,81843.89999999997,72618.25,79089.86,82133.8
Computer and mathematical occupations,Male,Queens County,year2019,88613.0,year2017_2019,83003.66666666669,81843.89999999997,72618.25,79089.86,82734.8
Architecture and engineering occupations,Male,Queens County,year2010,71412.0,year2010_2013,70789.75,61062.18333333335,68068.1,72546.7,57705.3
Architecture and engineering occupations,Male,Queens County,year2011,69806.0,year2010_2013,70789.75,61062.18333333335,68068.1,72546.7,59233.7
Architecture and engineering occupations,Male,Queens County,year2012,71346.0,year2010_2013,70789.75,61062.18333333335,68068.1,72546.7,67040.0
Architecture and engineering occupations,Male,Queens County,year2013,70595.0,year2010_2013,70789.75,61062.18333333335,68068.1,72546.7,60269.73333333334
Architecture and engineering occupations,Male,Queens County,year2014,67650.0,year2014_2016,75152.66666666669,69758.20000000001,68068.1,72546.7,70454.1
Architecture and engineering occupations,Male,Queens County,year2015,81485.0,year2014_2016,75152.66666666669,69758.20000000001,68068.1,72546.7,69207.8
Architecture and engineering occupations,Male,Queens County,year2016,76323.0,year2014_2016,75152.66666666669,69758.20000000001,68068.1,72546.7,69612.7
Architecture and engineering occupations,Male,Queens County,year2017,81217.0,year2017_2019,79914.0,74832.61666666667,68068.1,72546.7,72242.45
Architecture and engineering occupations,Male,Queens County,year2018,75645.0,year2017_2019,79914.0,74832.61666666667,68068.1,72546.7,77308.4
Architecture and engineering occupations,Male,Queens County,year2019,82880.0,year2017_2019,79914.0,74832.61666666667,68068.1,72546.7,74947.0
"Life, physical, and social science occupations",Male,Queens County,year2010,41411.0,year2010_2013,58324.5,60559.25,59692.9,68051.34,61535.8
"Life, physical, and social science occupations",Male,Queens County,year2011,64556.0,year2010_2013,58324.5,60559.25,59692.9,68051.34,57386.6
"Life, physical, and social science occupations",Male,Queens County,year2012,66055.0,year2010_2013,58324.5,60559.25,59692.9,68051.34,57263.3
"Life, physical, and social science occupations",Male,Queens County,year2013,61276.0,year2010_2013,58324.5,60559.25,59692.9,68051.34,66051.3
"Life, physical, and social science occupations",Male,Queens County,year2014,52431.0,year2014_2016,62524.66666666666,57284.39999999998,59692.9,68051.34,52731.0
"Life, physical, and social science occupations",Male,Queens County,year2015,61750.0,year2014_2016,62524.66666666666,57284.39999999998,59692.9,68051.34,59742.6
"Life, physical, and social science occupations",Male,Queens County,year2016,73393.0,year2014_2016,62524.66666666666,57284.39999999998,59692.9,68051.34,59379.6
"Life, physical, and social science occupations",Male,Queens County,year2017,71949.0,year2017_2019,72459.33333333331,71285.76666666668,59692.9,68051.34,67315.7
"Life, physical, and social science occupations",Male,Queens County,year2018,72330.0,year2017_2019,72459.33333333331,71285.76666666668,59692.9,68051.34,74664.8
"Life, physical, and social science occupations",Male,Queens County,year2019,73099.0,year2017_2019,72459.33333333331,71285.76666666668,59692.9,68051.34,71876.8
Community and social service occupations,Male,Queens County,year2010,35700.0,year2010_2013,41017.0,42134.725,42911.6,42997.12,41639.0
Community and social service occupations,Male,Queens County,year2011,42358.0,year2010_2013,41017.0,42134.725,42911.6,42997.12,41780.7
Community and social service occupations,Male,Queens County,year2012,45632.0,year2010_2013,41017.0,42134.725,42911.6,42997.12,43214.2
Community and social service occupations,Male,Queens County,year2013,40378.0,year2010_2013,41017.0,42134.725,42911.6,42997.12,41905.0
Community and social service occupations,Male,Queens County,year2014,41833.0,year2014_2016,42521.0,43277.799999999996,42911.6,42997.12,44079.5
Community and social service occupations,Male,Queens County,year2015,39980.0,year2014_2016,42521.0,43277.799999999996,42911.6,42997.12,43428.9
Community and social service occupations,Male,Queens County,year2016,45750.0,year2014_2016,42521.0,43277.799999999996,42911.6,42997.12,42325.0
Community and social service occupations,Male,Queens County,year2017,40381.0,year2017_2019,40884.66666666666,47217.0,42911.6,42997.12,41810.0
Community and social service occupations,Male,Queens County,year2018,38845.0,year2017_2019,40884.66666666666,47217.0,42911.6,42997.12,46766.7
Community and social service occupations,Male,Queens County,year2019,43428.0,year2017_2019,40884.66666666666,47217.0,42911.6,42997.12,53074.3
Legal occupations,Male,Queens County,year2010,71681.0,year2010_2013,73538.0,86041.15,72922.1,106772.7,86128.7
Legal occupations,Male,Queens County,year2011,82482.0,year2010_2013,73538.0,86041.15,72922.1,106772.7,86242.2
Legal occupations,Male,Queens County,year2012,66720.0,year2010_2013,73538.0,86041.15,72922.1,106772.7,83018.3
Legal occupations,Male,Queens County,year2013,73269.0,year2010_2013,73538.0,86041.15,72922.1,106772.7,88775.4
Legal occupations,Male,Queens County,year2014,75845.0,year2014_2016,82697.0,91934.26666666666,72922.1,106772.7,83236.5
Legal occupations,Male,Queens County,year2015,92658.0,year2014_2016,82697.0,91934.26666666666,72922.1,106772.7,91585.2
Legal occupations,Male,Queens County,year2016,79588.0,year2014_2016,82697.0,91934.26666666666,72922.1,106772.7,100981.1
Legal occupations,Male,Queens County,year2017,92130.0,year2017_2019,91713.66666666669,103607.99999999999,72922.1,106772.7,96452.0
Legal occupations,Male,Queens County,year2018,79038.0,year2017_2019,91713.66666666669,103607.99999999999,72922.1,106772.7,104282.1
Legal occupations,Male,Queens County,year2019,103973.0,year2017_2019,91713.66666666669,103607.99999999999,72922.1,106772.7,110089.9
"Education, training, and library occupations",Male,Queens County,year2010,56816.0,year2010_2013,46791.25,43742.75,46574.7,50621.52,47362.6
"Education, training, and library occupations",Male,Queens County,year2011,44706.0,year2010_2013,46791.25,43742.75,46574.7,50621.52,44433.2
"Education, training, and library occupations",Male,Queens County,year2012,37108.0,year2010_2013,46791.25,43742.75,46574.7,50621.52,40823.8
"Education, training, and library occupations",Male,Queens County,year2013,48535.0,year2010_2013,46791.25,43742.75,46574.7,50621.52,42351.4
"Education, training, and library occupations",Male,Queens County,year2014,54195.0,year2014_2016,53651.33333333334,46244.600000000006,46574.7,50621.52,43953.1
"Education, training, and library occupations",Male,Queens County,year2015,55003.0,year2014_2016,53651.33333333334,46244.600000000006,46574.7,50621.52,48814.3
"Education, training, and library occupations",Male,Queens County,year2016,51756.0,year2014_2016,53651.33333333334,46244.600000000006,46574.7,50621.52,45966.4
"Education, training, and library occupations",Male,Queens County,year2017,51423.0,year2017_2019,54257.33333333334,50006.60000000003,46574.7,50621.52,49658.9
"Education, training, and library occupations",Male,Queens County,year2018,60089.0,year2017_2019,54257.33333333334,50006.60000000003,46574.7,50621.52,49443.3
"Education, training, and library occupations",Male,Queens County,year2019,51260.0,year2017_2019,54257.33333333334,50006.60000000003,46574.7,50621.52,50917.6
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2010,41470.0,year2010_2013,44257.0,46925.55,46032.1,51710.42,47020.0
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2011,40044.0,year2010_2013,44257.0,46925.55,46032.1,51710.42,45915.1
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2012,42039.0,year2010_2013,44257.0,46925.55,46032.1,51710.42,45216.5
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2013,53475.0,year2010_2013,44257.0,46925.55,46032.1,51710.42,49550.6
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2014,45034.0,year2014_2016,44724.66666666666,47279.4,46032.1,51710.42,47612.2
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2015,47785.0,year2014_2016,44724.66666666666,47279.4,46032.1,51710.42,44764.9
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2016,41355.0,year2014_2016,44724.66666666666,47279.4,46032.1,51710.42,49461.1
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2017,51022.0,year2017_2019,52993.66666666666,54254.0,46032.1,51710.42,50737.8
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2018,54935.0,year2017_2019,52993.66666666666,54254.0,46032.1,51710.42,55391.6
"Arts, design, entertainment, sports, and media occupations",Male,Queens County,year2019,53024.0,year2017_2019,52993.66666666666,54254.0,46032.1,51710.42,56632.6
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2010,65926.0,year2010_2013,75787.75,76881.1,76983.5,87711.48,75638.6
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2011,75779.0,year2010_2013,75787.75,76881.1,76983.5,87711.48,73883.1
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2012,80236.0,year2010_2013,75787.75,76881.1,76983.5,87711.48,78010.5
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2013,81210.0,year2010_2013,75787.75,76881.1,76983.5,87711.48,79992.2
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2014,74190.0,year2014_2016,81169.66666666669,80990.96666666665,76983.5,87711.48,78564.4
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2015,79087.0,year2014_2016,81169.66666666669,80990.96666666665,76983.5,87711.48,85304.5
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2016,90232.0,year2014_2016,81169.66666666669,80990.96666666665,76983.5,87711.48,79104.0
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2017,80393.0,year2017_2019,82824.0,88019.46666666672,76983.5,87711.48,81811.7
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2018,86250.0,year2017_2019,82824.0,88019.46666666672,76983.5,87711.48,89215.4
Health diagnosing and treating practitioners and other technical occupations,Male,Queens County,year2019,81829.0,year2017_2019,82824.0,88019.46666666672,76983.5,87711.48,93031.3
Health technologists and technicians,Male,Queens County,year2010,36777.0,year2010_2013,43407.25,44839.55,44763.7,48739.62,42933.6
Health technologists and technicians,Male,Queens County,year2011,46235.0,year2010_2013,43407.25,44839.55,44763.7,48739.62,44811.3
Health technologists and technicians,Male,Queens County,year2012,39424.0,year2010_2013,43407.25,44839.55,44763.7,48739.62,45250.0
Health technologists and technicians,Male,Queens County,year2013,51193.0,year2010_2013,43407.25,44839.55,44763.7,48739.62,46363.3
Health technologists and technicians,Male,Queens County,year2014,42498.0,year2014_2016,44490.66666666666,44137.433333333334,44763.7,48739.62,46182.7
