,Country Name,Country Code,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
252,United States,USA,3007.1234453786165,3066.562869166154,3243.8430775498828,3374.515171050824,3573.941184747432,3827.5271097203854,4146.316646316646,4336.426587221707,4695.923390431776,5032.144742620031,5234.296666211498,5609.382599525187,6094.017989861646,6726.358955966948,7225.691359525657,7801.456663564427,8592.253537276125,9452.57651914511,10564.94822202754,11674.186310013109,12574.791506216305,13976.10975046412,14433.787727052973,15543.893717492472,17121.22548499947,18236.8277265009,19071.227194929477,20038.941099265754,21417.011930519144,22857.154433005562,23888.60000881329,24342.25890481894,25418.990776331895,26387.293733817074,27694.853416234047,28690.875701334695,29967.712718174866,31459.139002482974,32853.67698492681,34513.56150372706,36334.908777058896,37133.242808852636,38023.1611144021,39496.48587513807,41712.80106755446,44114.74777767052,46298.73144409266,47975.967675885586,48382.558449055185,47099.980471134266,48467.51577692589,49886.81810949226,51610.60527833787,53117.66783083012,55047.725560454404,56822.518820245554,57927.51685150619,59957.725851303185,62840.02023879542,65118.35833281631,
