"Occupations","Gender","Boroughs","year","Salary","year_range"
"Food preparation and serving related occupations","Female","Richmond County","year2016",20959,"year2014_2016"
"Food preparation and serving related occupations","Female","Richmond County","year2017",17051,"year2017_2019"
"Food preparation and serving related occupations","Female","Richmond County","year2018",23052,"year2017_2019"
"Food preparation and serving related occupations","Female","Richmond County","year2019",24043,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2010",15901,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2011",23196,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2012",11378,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2013",11984,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2014",14912,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2015",39269,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2016",30285,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2017",35837,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2018",23082,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2019",22169,"year2017_2019"
"Personal care and service occupations","Female","Richmond County","year2010",19713,"year2010_2013"
"Personal care and service occupations","Female","Richmond County","year2011",16898,"year2010_2013"
"Personal care and service occupations","Female","Richmond County","year2012",15985,"year2010_2013"
"Personal care and service occupations","Female","Richmond County","year2013",20071,"year2010_2013"
"Personal care and service occupations","Female","Richmond County","year2014",17694,"year2014_2016"
"Personal care and service occupations","Female","Richmond County","year2015",16354,"year2014_2016"
"Personal care and service occupations","Female","Richmond County","year2016",19359,"year2014_2016"
"Personal care and service occupations","Female","Richmond County","year2017",18526,"year2017_2019"
"Personal care and service occupations","Female","Richmond County","year2018",24457,"year2017_2019"
"Personal care and service occupations","Female","Richmond County","year2019",23945,"year2017_2019"
"Sales and related occupations","Female","Richmond County","year2010",20782,"year2010_2013"
"Sales and related occupations","Female","Richmond County","year2011",18992,"year2010_2013"
"Sales and related occupations","Female","Richmond County","year2012",18264,"year2010_2013"
"Sales and related occupations","Female","Richmond County","year2013",18656,"year2010_2013"
"Sales and related occupations","Female","Richmond County","year2014",27864,"year2014_2016"
"Sales and related occupations","Female","Richmond County","year2015",24538,"year2014_2016"
"Sales and related occupations","Female","Richmond County","year2016",22212,"year2014_2016"
"Sales and related occupations","Female","Richmond County","year2017",17352,"year2017_2019"
"Sales and related occupations","Female","Richmond County","year2018",25831,"year2017_2019"
"Sales and related occupations","Female","Richmond County","year2019",21872,"year2017_2019"
"Office and administrative support occupations","Female","Richmond County","year2010",31707,"year2010_2013"
"Office and administrative support occupations","Female","Richmond County","year2011",36950,"year2010_2013"
"Office and administrative support occupations","Female","Richmond County","year2012",35302,"year2010_2013"
"Office and administrative support occupations","Female","Richmond County","year2013",32452,"year2010_2013"
"Office and administrative support occupations","Female","Richmond County","year2014",33633,"year2014_2016"
"Office and administrative support occupations","Female","Richmond County","year2015",35430,"year2014_2016"
"Office and administrative support occupations","Female","Richmond County","year2016",38858,"year2014_2016"
"Office and administrative support occupations","Female","Richmond County","year2017",37466,"year2017_2019"
"Office and administrative support occupations","Female","Richmond County","year2018",40767,"year2017_2019"
"Office and administrative support occupations","Female","Richmond County","year2019",41001,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2010",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2011",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2012",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2013",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2014",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2015",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2016",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2017",NA,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2018",NA,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Richmond County","year2019",NA,"year2017_2019"
"Construction and extraction occupations","Female","Richmond County","year2010",7326,"year2010_2013"
"Construction and extraction occupations","Female","Richmond County","year2011",50576,"year2010_2013"
"Construction and extraction occupations","Female","Richmond County","year2012",23314,"year2010_2013"
"Construction and extraction occupations","Female","Richmond County","year2013",136367,"year2010_2013"
"Construction and extraction occupations","Female","Richmond County","year2014",80236,"year2014_2016"
"Construction and extraction occupations","Female","Richmond County","year2015",NA,"year2014_2016"
"Construction and extraction occupations","Female","Richmond County","year2016",61084,"year2014_2016"
"Construction and extraction occupations","Female","Richmond County","year2017",55314,"year2017_2019"
"Construction and extraction occupations","Female","Richmond County","year2018",55102,"year2017_2019"
"Construction and extraction occupations","Female","Richmond County","year2019",NA,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2010",66669,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2011",NA,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2012",70792,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2013",53262,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2014",NA,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2015",62095,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2016",NA,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2017",NA,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2018",58703,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Richmond County","year2019",35462,"year2017_2019"
"Production occupations","Female","Richmond County","year2010",26341,"year2010_2013"
"Production occupations","Female","Richmond County","year2011",24643,"year2010_2013"
"Production occupations","Female","Richmond County","year2012",32369,"year2010_2013"
"Production occupations","Female","Richmond County","year2013",35481,"year2010_2013"
"Production occupations","Female","Richmond County","year2014",17639,"year2014_2016"
"Production occupations","Female","Richmond County","year2015",23853,"year2014_2016"
"Production occupations","Female","Richmond County","year2016",16950,"year2014_2016"
"Production occupations","Female","Richmond County","year2017",32147,"year2017_2019"
"Production occupations","Female","Richmond County","year2018",45909,"year2017_2019"
"Production occupations","Female","Richmond County","year2019",28468,"year2017_2019"
"Transportation occupations","Female","Richmond County","year2010",25693,"year2010_2013"
"Transportation occupations","Female","Richmond County","year2011",28003,"year2010_2013"
"Transportation occupations","Female","Richmond County","year2012",27028,"year2010_2013"
"Transportation occupations","Female","Richmond County","year2013",26019,"year2010_2013"
"Transportation occupations","Female","Richmond County","year2014",25727,"year2014_2016"
"Transportation occupations","Female","Richmond County","year2015",31070,"year2014_2016"
"Transportation occupations","Female","Richmond County","year2016",31812,"year2014_2016"
"Transportation occupations","Female","Richmond County","year2017",48143,"year2017_2019"
"Transportation occupations","Female","Richmond County","year2018",50559,"year2017_2019"
"Transportation occupations","Female","Richmond County","year2019",21689,"year2017_2019"
"Material moving occupations","Female","Richmond County","year2010",21250,"year2010_2013"
"Material moving occupations","Female","Richmond County","year2011",NA,"year2010_2013"
"Material moving occupations","Female","Richmond County","year2012",15172,"year2010_2013"
"Material moving occupations","Female","Richmond County","year2013",7121,"year2010_2013"
"Material moving occupations","Female","Richmond County","year2014",12051,"year2014_2016"
"Material moving occupations","Female","Richmond County","year2015",17037,"year2014_2016"
"Material moving occupations","Female","Richmond County","year2016",NA,"year2014_2016"
"Material moving occupations","Female","Richmond County","year2017",17122,"year2017_2019"
"Material moving occupations","Female","Richmond County","year2018",21120,"year2017_2019"
"Material moving occupations","Female","Richmond County","year2019",23152,"year2017_2019"
