"Occupations","Gender","Boroughs","year","Salary","year_range"
"Construction and extraction occupations","Female","Queens County","year2013",51601,"year2010_2013"
"Construction and extraction occupations","Female","Queens County","year2014",37378,"year2014_2016"
"Construction and extraction occupations","Female","Queens County","year2015",54857,"year2014_2016"
"Construction and extraction occupations","Female","Queens County","year2016",41543,"year2014_2016"
"Construction and extraction occupations","Female","Queens County","year2017",46858,"year2017_2019"
"Construction and extraction occupations","Female","Queens County","year2018",39475,"year2017_2019"
"Construction and extraction occupations","Female","Queens County","year2019",26504,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Queens County","year2010",32075,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Queens County","year2011",59681,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Queens County","year2012",45734,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Queens County","year2013",38791,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Queens County","year2014",34746,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Queens County","year2015",44249,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Queens County","year2016",36510,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Queens County","year2017",57352,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Queens County","year2018",65260,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Queens County","year2019",50731,"year2017_2019"
"Production occupations","Female","Queens County","year2010",20663,"year2010_2013"
"Production occupations","Female","Queens County","year2011",16956,"year2010_2013"
"Production occupations","Female","Queens County","year2012",18245,"year2010_2013"
"Production occupations","Female","Queens County","year2013",19161,"year2010_2013"
"Production occupations","Female","Queens County","year2014",20966,"year2014_2016"
"Production occupations","Female","Queens County","year2015",19886,"year2014_2016"
"Production occupations","Female","Queens County","year2016",22324,"year2014_2016"
"Production occupations","Female","Queens County","year2017",26205,"year2017_2019"
"Production occupations","Female","Queens County","year2018",24676,"year2017_2019"
"Production occupations","Female","Queens County","year2019",26098,"year2017_2019"
"Transportation occupations","Female","Queens County","year2010",33986,"year2010_2013"
"Transportation occupations","Female","Queens County","year2011",28031,"year2010_2013"
"Transportation occupations","Female","Queens County","year2012",26283,"year2010_2013"
"Transportation occupations","Female","Queens County","year2013",35484,"year2010_2013"
"Transportation occupations","Female","Queens County","year2014",24874,"year2014_2016"
"Transportation occupations","Female","Queens County","year2015",36954,"year2014_2016"
"Transportation occupations","Female","Queens County","year2016",26669,"year2014_2016"
"Transportation occupations","Female","Queens County","year2017",33183,"year2017_2019"
"Transportation occupations","Female","Queens County","year2018",32341,"year2017_2019"
"Transportation occupations","Female","Queens County","year2019",36424,"year2017_2019"
"Material moving occupations","Female","Queens County","year2010",19784,"year2010_2013"
"Material moving occupations","Female","Queens County","year2011",16958,"year2010_2013"
"Material moving occupations","Female","Queens County","year2012",18242,"year2010_2013"
"Material moving occupations","Female","Queens County","year2013",22315,"year2010_2013"
"Material moving occupations","Female","Queens County","year2014",18853,"year2014_2016"
"Material moving occupations","Female","Queens County","year2015",21616,"year2014_2016"
"Material moving occupations","Female","Queens County","year2016",17666,"year2014_2016"
"Material moving occupations","Female","Queens County","year2017",23357,"year2017_2019"
"Material moving occupations","Female","Queens County","year2018",22750,"year2017_2019"
"Material moving occupations","Female","Queens County","year2019",18524,"year2017_2019"
